_id,beneficiary_name,beneficiary_address,project_name,project_description,total_amount,project_status,management_authority,amount,amount_kind,approval_date,beneficiary_city,beneficiary_country,beneficiary_country_code,beneficiary_county,beneficiary_id,beneficiary_nuts_code,beneficiary_nuts_region,beneficiary_person,beneficiary_postal_code,beneficiary_url,cci_program_code,cci_program_title,completion_date,currency,eu_cofinancing_amount,eu_cofinancing_amount_eligible,eu_cofinancing_rate,european_investment_bank,final_payment_date,first_payment_date,fund_acronym,fund_name,funding_period,funding_period_number,member_state_amount,operational_programme,priority_label,priority_number,project_id,source,starting_date,theme_code,theme_name,third_party_amount,total_amount_applied,total_amount_eligible
3158,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3159,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3160,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3161,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3162,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,640.0,,,640.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3163,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3164,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3165,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3166,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3167,Hanno - Werk GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,1569.37,,,1569.37,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3168,Hans Bauer Hotel Kaiser-Franz-Josef,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3169,Hans Brantner & Sohn Fahrzeugbaugesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3170,Hans Brantner & Sohn Fahrzeugbaugesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3171,Hans Brantner & Sohn Hallenbaugesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3172,Hans Osterbauer KG Hotel - Restaurant,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3173,Happy Plating GmbH,,Betriebliches Forschungs- und Entwicklungsprojekt,,67065.0,,,67065.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3174,Happy Plating GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3175,Happy Plating GmbH,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3176,Happy Plating GmbH,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3177,Happy Plating GmbH,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3178,Harald Böckle GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3179,Harald Forstenlechner Zimmerei - Dachdeckerei - Spenglerei,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3180,Harald Forstenlechner Zimmerei - Dachdeckerei - Spenglerei,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3181,Harald Grössing Tischlerei,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3182,Harald Teufelsbauer Tischlerei,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3183,Harald Wippenhammer und Co KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3184,Harland print & packaging e.U.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3185,Harland print & packaging e.U.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3186,Harrant Benjamin,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3187,Harrant Benjamin,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3188,Harrant Ingrid,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3189,Harsco Infrastructure Austria GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3190,Harsco Infrastructure Austria GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3191,Härterei Michael Welser GmbH,,Unternehmensinvestition mit Forschungs-/Technologiebezug,,761400.0,,,761400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3192,Härterei Michael Welser GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3193,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3194,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3195,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3196,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3197,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3198,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3199,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3200,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3201,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3202,Hartl Haus Holzindustrie Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3203,Hartl Haus Holzindustrie GesmbH,,Innovationsdienstleistung für Unternehmen,,46580.0,,,46580.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3204,Hartl Haus Holzindustrie GmbH,,Unternehmensinvestition mit Innovationsbezug,,960000.0,,,960000.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3205,Hartner Bernd,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3206,Hartner Bernd,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3207,HARVEY-DACH Vertriebsges.m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3208,Harzhauser Leopold,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3209,Haschka Ingrid,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3210,Haselbacher GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3211,Haselbacher Transport GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3212,Haselböck's Waldviertler Heuunterbetten GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3213,Haselmayer Martin,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3214,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3215,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3216,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3217,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3218,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3219,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3220,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3221,Haselsteiner Wolfgang,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3222,Hasenbichler Richard Ideenwerkstatt,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3223,Hasenkopf Johann,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3224,Hasic Nihad,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3225,HASLER INDUSTRIEBAU GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3226,Haßlacher Erika,,Innovationsdienstleistung für Unternehmen,,340.0,,,340.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3227,Hauer Christoph,,Innovationsdienstleistung für Unternehmen,,340.0,,,340.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3228,Hauer Elisabeth,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3229,HAUER Ges.m.b.H.,,Innovationsdienstleistung für Unternehmen,,1350.0,,,1350.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3230,Hauer Jürgen,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3231,Haumberger Fertigungstechnik GmbH,,Betriebliches Forschungs- und Entwicklungsprojekt,,71237.5,,,71237.5,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3232,Haumberger Fertigungstechnik GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3233,Haumberger Fertigungstechnik GmbH,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3234,Hauptschulgemeinde Vitis,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3235,Hausbetreuung Attensam GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3236,Hausbetreuung Dimmi GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3237,Hauseder Thomas,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3238,"Hausegger GmbH Lagerei, Transportunternehmen",,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3239,Hauser Barbara,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3240,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,23787.5,,,23787.5,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3241,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,66952.5,,,66952.5,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3242,Häusermann GmbH,,Unternehmensinvestition mit Forschungs-/Technologiebezug,,505778.99,,,505778.99,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3243,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3244,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3245,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3246,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3247,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3248,Häusermann GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3249,Häusermann GmbH Elektronikindustrie,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3250,Häusermann GmbH Elektronikindustrie,,Innovationsdienstleistung für Unternehmen,,255.0,,,255.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3251,Häusermann GmbH Elektronikindustrie,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3252,Häusermann GmbH Elektronikindustrie,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3253,Häusermann GmbH Elektronikindustrie,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3254,Hauska Elvira,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3255,Hauska Elvira,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3256,Hauska Elvira,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3257,Hauska Elvira Dr.,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3258,Hauska Elvira Dr.,,Innovationsdienstleistung für Unternehmen,,800.0,,,800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3259,Hausleitner Brigitte,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
3260,Hausmann Mathias,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
